,BS_sonic_1,BS_sonic_2,BS_sonic_3,BS_triflic_1,BS_triflic_2,BS_triflic_3,Jurkat_sonic_1,Jurkat_sonic_2,Jurkat_sonic_3,Jurkat_triflic_1,Jurkat_triflic_2,Jurkat_triflic_3,PA_pellet_1,PA_pellet_2,PA_pellet_3,PA_sonic_1,PA_sonic_2,PA_sonic_3,PA_triflic_1,PA_triflic_2,PA_triflic_3
Q5SX86,,,,,,,3.0,,8.0,4.0,6.0,2.0,,,,,,,,,
Q5SX87,,,,,,,29.0,29.0,20.0,,16.0,2.0,,,,,,,,,
Q5SX90,,,,,,,4.0,,,8.0,,3.0,,,,,,,,,
Q5SX91,,,,,,,25.0,,12.0,,10.0,2.0,,,,,,,,,
Q5SY16,,,,,,,,,,4.0,,2.0,,,,,,,,,
Q5SZU1,,,,,,,,33.0,23.0,,,17.0,,,,,,,,,
Q5SZW8,,,,,,,,4.0,,,,,,,,,,,,,
Q5SZX6,,,,,,,,5.0,6.0,3.0,,2.0,,,,,,,,,
Q5T0D2,,,,,,,,6.0,,,,,,,,,,,,,
Q5T0R1,,,,,,,,,6.0,,,,,,,,,,,,
Q5T0R5,,,,,,,,,4.0,,,,,,,,,,,,
Q5T0R8,,,,,,,2.0,,,,,,,,,,,,,,
Q5T0R9,,,,,,,10.0,,5.0,,8.0,,,,,,,,,,
Q5T0S3,,,,,,,7.0,,3.0,4.0,5.0,,,,,,,,,,
Q5T123,,,,,,,3.0,2.0,,,,,,,,,,,,,
Q5T1J5,,,,,,,,,19.0,10.0,5.0,3.0,,,,,,,,,
Q5T1Z8,,,,,,,,2.0,,,,,,,,,,,,,
Q5T2N8,,,,,,,,,4.0,,,,,,,,,,,,
Q5T2R2,,,,,,,,,,,2.0,,,,,,,,,,
Q5T3I0,,,,,,,3.0,,,,,,,,,,,,,,
Q5T3N0,,,,,,,4.0,18.0,9.0,,,,,,,,,,,,
Q5T3N1,,,,,,,,26.0,,,,,,,,,,,,,
Q5T4S7,,,,,,,7.0,6.0,4.0,,4.0,8.0,,,,,,,,,
Q5T4U5,,,,,,,,,,,2.0,7.0,,,,,,,,,
Q5T5C7,,,,,,,14.0,3.0,6.0,2.0,3.0,2.0,,,,,,,,,
Q5T5H1,,,,,,,6.0,,,,,,,,,,,,,,
Q5T621,,,,,,,5.0,,,,,,,,,,,,,,
Q5T624,,,,,,,12.0,2.0,,,,,,,,,,,,,
Q5T6V5,,,,,,,,,2.0,,,,,,,,,,,,
Q5T6W2,,,,,,,57.0,117.0,69.0,52.0,,56.0,,,,,,,,,
Q5T7C4,,,,,,,,,,,,8.0,,,,,,,,,
Q5T8U2,,,,,,,,,,9.0,,4.0,,,,,,,,,
Q5T8U3,,,,,,,,,11.0,9.0,7.0,4.0,,,,,,,,,
Q5T948,,,,,,,7.0,,,,,,,,,,,,,,
Q5T9A4,,,,,,,,,,5.0,,,,,,,,,,,
Q5TA01,,,,,,,3.0,,,,,,,,,,,,,,
Q5TBG5,,,,,,,3.0,,,,,,,,,,,,,,
Q5TBK7,,,,,,,5.0,,,,,,,,,,,,,,
Q5TBM3,,,,,,,7.0,,,,,,,,,,,,,,
Q5TBN3,,,,,,,33.0,8.0,9.0,,,4.0,,,,,,,,,
Q5TBN5,,,,,,,10.0,,6.0,,,,,,,,,,,,
Q5TBQ1,,,,,,,3.0,,,,,,,,,,,,,,
Q5TBR1,,,,,,,3.0,,,,,,,,,,,,,,
Q5TCC6,,,,,,,4.0,,2.0,,,,,,,,,,,,
Q5TCC9,,,,,,,,2.0,9.0,,,,,,,,,,,,
Q5TCD1,,,,,,,4.0,4.0,12.0,4.0,,,,,,,,,,,
Q5TCU8,,,,,,,,3.0,7.0,,,,,,,,,,,,
Q5TDF0,,,,,,,3.0,,3.0,,2.0,,,,,,,,,,
Q5TDH0,,,,,,,4.0,,,,,,,,,,,,,,
Q5TEC6,,,,,,,67.0,17.0,200.0,,,38.0,,,,,,,,,
Q5TEE2,,,,,,,3.0,,7.0,8.0,,,,,,,,,,,
Q5TEJ7,,,,,,,7.0,,,,,,,,,,,,,,
Q5TFK1,,,,,,,,,,6.0,,8.0,,,,,,,,,
Q5TG80,,,,,,,,,2.0,,,,,,,,,,,,
Q5U5J2,,,,,,,18.0,,15.0,10.0,7.0,3.0,,,,,,,,,
Q5UIP0,,,,,,,2.0,,,,,,,,,,,,,,
Q5VSN0,,,,,,,,,6.0,,,,,,,,,,,,
Q5VSR5,,,,,,,,13.0,,,,,,,,,,,,,
Q5VTE0,,,,,,,183.0,375.0,105.0,125.0,,419.0,,,,,,,,,
Q5VTR2,,,,,,,,2.0,,,,2.0,,,,,,,,,
Q5VU61,,,,,,,5.0,,,,,,,,,,,,,,
Q5VVH2,,,,,,,3.0,,23.0,,,,,,,,,,,,
Q5VW32,,,,,,,2.0,,2.0,,,,,,,,,,,,
Q5VWZ2,,,,,,,,,,2.0,,,,,,,,,,,
Q5VY93,,,,,,,,,,,2.0,,,,,,,,,,
Q5VZU9,,,,,,,12.0,6.0,2.0,,2.0,4.0,,,,,,,,,
Q5W0S5,,,,,,,,2.0,,,,,,,,,,,,,
Q5W0V3,,,,,,,3.0,,,,,,,,,,,,,,
Q60169,,,,,,,,,,,,,8.0,5.0,4.0,16.0,17.0,6.0,,8.0,12.0
Q66K74,,,,,,,,,4.0,,,3.0,,,,,,,,,
Q68CJ6,,,,,,,3.0,,,,,,,,,,,,,,
Q68CP9,,,,,,,,,,2.0,,,,,,,,,,,
Q68CR8,,,,,,,2.0,,,,,,,,,,,,,,
Q68CZ2,,,,,,,3.0,,,,,,,,,,,,,,
Q68D10,,,,,,,2.0,,,,,,,,,,,,,,
Q68E01,,,,,,,,,,,3.0,,,,,,,,,,
Q68E03,,,,,,,4.0,,,,,5.0,,,,,,,,,
Q68EM7,,,,,,,,,2.0,,,,,,,,,,,,
Q69YN2,,,,,,,,,,3.0,,,,,,,,,,,
Q6AWB1,,,,,,,4.0,,,,,,,,,,,,,,
Q6DD88,,,,,,,2.0,,,,,2.0,,,,,,,,,
Q6DKI1,,,,,,,5.0,,,,,,,,,,,,,,
Q6DN03,,,,,,,7.0,,17.0,21.0,11.0,,,,,,,,,,
Q6F5E8,,,,,,,,,,2.0,,,,,,,,,,,
Q6FI13,,,,,,,186.0,79.0,182.0,123.0,89.0,163.0,,,,,,,,,
Q6GMV2,,,,,,,,,3.0,,,,,,,,,,,,
Q6GMV3,,,,,,,,,2.0,3.0,2.0,,,,,,,,,,
Q6I9Y2,,,,,,,,,6.0,,,,,,,,,,,,
Q6IA86,,,,,,,,2.0,2.0,,,,,,,,,,,,
Q6IAA8,,,,,,,,,2.0,,,,,,,,,,,,
Q6IBS0,,,,,,,5.0,4.0,,,,,,,,,,,,,
Q6IPX4,,,,,,,8.0,,5.0,2.0,,2.0,,,,,,,,,
Q6IQ42,,,,,,,,,,,10.0,,,,,,,,,,
Q6IS14,,,,,,,32.0,31.0,38.0,9.0,8.0,45.0,,,,,,,,,
Q6JBY9,,,,,,,6.0,,5.0,,,5.0,,,,,,,,,
Q6N063,,,,,,,3.0,,,,,,,,,,,,,,
Q6NS38,,,,,,,2.0,,,6.0,,3.0,,,,,,,,,
Q6NUQ1,,,,,,,,,4.0,,,,,,,,,,,,
Q6NUQ4,,,,,,,3.0,,,,,2.0,,,,,,,,,
Q6NVY1,,,,,,,3.0,,7.0,,,,,,,,,,,,
Q6NW34,,,,,,,,,,,,5.0,,,,,,,,,
Q6NXE6,,,,,,,,,4.0,,,,,,,,,,,,
Q6NXT2,,,,,,,,,,,,26.0,,,,,,,,,
Q6NYC1,,,,,,,,,,3.0,,,,,,,,,,,
Q6NYC8,,,,,,,5.0,,,,,,,,,,,,,,
Q6P179,,,,,,,,,,,3.0,,,,,,,,,,
Q6P1J9,,,,,,,5.0,,5.0,,,,,,,,,,,,
Q6P1N0,,,,,,,,,,,,4.0,,,,,,,,,
Q6P2E9,,,,,,,5.0,2.0,4.0,7.0,,,,,,,,,,,
Q6P2I3,,,,,,,,,2.0,,,,,,,,,,,,
Q6P2Q9,,,,,,,38.0,11.0,24.0,13.0,13.0,16.0,,,,,,,,,
Q6P387,,,,,,,2.0,,,,,,,,,,,,,,
Q6PEY2,,,,,,,79.0,353.0,199.0,147.0,82.0,,,,,,,,,,
Q6PI48,,,,,,,,2.0,,,,,,,,,,,,,
Q6PIF6,,,,,,,2.0,,,,,,,,,,,,,,
Q6PJT7,,,,,,,,,11.0,2.0,,2.0,,,,,,,,,
Q6PKG0,,,,,,,12.0,,4.0,12.0,8.0,,,,,,,,,,
Q6S8J3,,,,,,,160.0,2328.0,278.0,,,139.0,,,,,,,,,
Q6SPF0,,,,,,,,,9.0,,,,,,,,,,,,
Q6UN15,,,,,,,,,,,2.0,,,,,,,,,,
Q6UW68,,,,,,,3.0,,,,,,,,,,,,,,
Q6UX04,,,,,,,2.0,,,,,,,,,,,,,,
Q6UXB8,,,,,,,3.0,,,,,,,,,,,,,,
Q6UXN9,,,,,,,2.0,,,,,,,,,,,,,,
Q6YN16,,,,,,,,,,,,5.0,,,,,,,,,
Q6ZN40,,,,,,,3.0,,3.0,,,,,,,,,,,,
Q6ZNJ1,,,,,,,3.0,,,,,,,,,,,,,,
Q6ZRP7,,,,,,,,2.0,2.0,,,,,,,,,,,,
Q6ZSZ5,,,,,,,,,3.0,,,,,,,,,,,,
Q709C8,,,,,,,2.0,3.0,,,,,,,,,,,,,
Q70J99,,,,,,,13.0,,,2.0,5.0,3.0,,,,,,,,,
Q71DI3,,,,,,,447.0,71.0,466.0,50.0,23.0,43.0,,,,,,,,,
Q71RC2,,,,,,,,,,2.0,,,,,,,,,,,
Q71U36,,,,,,,214.0,409.0,227.0,177.0,93.0,188.0,,,,,,,,,
Q75N03,,,,,,,,,20.0,,,,,,,,,,,,
Q794W0,,,,,,3.0,,,,,,,,,,,,,,,
Q795R8,4.0,4.0,3.0,,,4.0,,,,,,,,,,,,,,,
Q795U4,3.0,3.0,3.0,37.0,42.0,37.0,,,,,,,,,,,,,,,
Q795Y4,5.0,5.0,4.0,4.0,7.0,6.0,,,,,,,,,,,,,,,
Q796K8,,3.0,,,,,,,,,,,,,,,,,,,
Q796Y8,6.0,2.0,6.0,9.0,14.0,12.0,,,,,,,,,,,,,,,
Q796Z1,,,,,,7.0,,,,,,,,,,,,,,,
Q797E6,3.0,4.0,5.0,,,,,,,,,,,,,,,,,,
Q7BVT7,,,,2.0,,11.0,,,,,,,,,,,,,,,
Q7DC80,,,,,,,,,,,,,2.0,,3.0,,,,10.0,9.0,13.0
Q7DC81,,,,,,,,,,,,,,,,,,,2.0,,3.0
Q7DC82,,,,,,,,,,,,,4.0,3.0,5.0,2.0,,,3.0,2.0,
Q7KZ85,,,,,,,2.0,,,,,,,,,,,,,,
Q7KZF4,,,,,,,15.0,9.0,54.0,7.0,3.0,5.0,,,,,,,,,
Q7L2E3,,,,,,,3.0,2.0,,2.0,4.0,,,,,,,,,,
Q7L2H7,,,,,,,13.0,13.0,20.0,17.0,7.0,10.0,,,,,,,,,
Q7L2J0,,,,,,,,3.0,6.0,,,,,,,,,,,,
Q7L5N1,,,,,,,,,,2.0,,,,,,,,,,,
Q7L7L0,,,,,,,,,,,62.0,,,,,,,,,,
Q7RTV0,,,,,,,,,3.0,,,,,,,,,,,,
Q7WY61,6.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,
Q7WY72,2.0,4.0,9.0,4.0,4.0,7.0,,,,,,,,,,,,,,,
Q7WY78,,,,,,2.0,,,,,,,,,,,,,,,
Q7Z2T5,,,,,,,3.0,,,,2.0,,,,,,,,,,
Q7Z3B3,,,,,,,3.0,,,,,,,,,,,,,,
Q7Z3B4,,,,,,,,3.0,,3.0,,,,,,,,,,,
Q7Z3K3,,,,,,,,,,,,4.0,,,,,,,,,
Q7Z3T8,,,,,,,2.0,,,,,,,,,,,,,,
Q7Z406,,,,,,,,,,,,8.0,,,,,,,,,
Q7Z422,,,,,,,3.0,,,,,,,,,,,,,,
Q7Z4H3,,,,,,,4.0,3.0,,,,,,,,,,,,,
Q7Z4Q2,,,,,,,3.0,,,,,,,,,,,,,,
Q7Z4V5,,,,,,,4.0,4.0,18.0,,,5.0,,,,,,,,,
Q7Z5K2,,,,,,,3.0,,5.0,,2.0,,,,,,,,,,
Q7Z5L9,,,,,,,3.0,,2.0,3.0,,,,,,,,,,,
Q7Z6E9,,,,,,,,,,,,2.0,,,,,,,,,
Q7Z6P5,,,,,,,3.0,4.0,5.0,,,,,,,,,,,,
Q7Z6V3,,,,,,,2.0,,,,,,,,,,,,,,
Q7Z6Z7,,,,,,,13.0,4.0,4.0,3.0,4.0,8.0,,,,,,,,,
Q7Z7A3,,,,,,,3.0,,,,,,,,,,,,,,
Q7Z7K6,,,,,,,4.0,,,2.0,,,,,,,,,,,
Q820A5,,,,,,,,,,,,,5.0,3.0,6.0,6.0,5.0,,4.0,7.0,4.0
Q86SF2,,,,,,,,,,,,2.0,,,,,,,,,
Q86U38,,,,,,,4.0,,,2.0,5.0,3.0,,,,,,,,,
Q86U42,,,,,,,6.0,,,,,,,,,,,,,,
Q86U86,,,,,,,3.0,,6.0,,,,,,,,,,,,
Q86UP2,,,,,,,2.0,,,,,,,,,,,,,,
Q86UX7,,,,,,,3.0,10.0,19.0,2.0,,4.0,,,,,,,,,
Q86VN1,,,,,,,,,3.0,,,,,,,,,,,,
Q86VP6,,,,,,,16.0,4.0,6.0,2.0,5.0,11.0,,,,,,,,,
Q86VZ1,,,,,,,2.0,,,,,,,,,,,,,,
Q86WX3,,,,,,,2.0,,,,,,,,,,,,,,
Q86X55,,,,,,,,,3.0,,,,,,,,,,,,
Q86X83,,,,,,,3.0,,3.0,2.0,,,,,,,,,,,
Q86XI2,,,,,,,3.0,,,,,4.0,,,,,,,,,
Q86XP3,,,,,,,3.0,,6.0,,2.0,,,,,,,,,,
Q86Y26,,,,,,,,,,15.0,,,,,,,,,,,
Q86Y56,,,,,,,,3.0,,,,,,,,,,,,,
Q86YP4,,,,,,,,,,,,2.0,,,,,,,,,
Q86YV0,,,,,,,13.0,,4.0,,,,,,,,,,,,
Q8IU81,,,,,,,2.0,,5.0,,,,,,,,,,,,
Q8IUC4,,,,,,,4.0,,,,,,,,,,,,,,
Q8IUE6,,,,,,,180.0,,340.0,25.0,44.0,194.0,,,,,,,,,
Q8IUI8,,,,,,,3.0,3.0,6.0,,,,,,,,,,,,
Q8IV96,,,,,,,25.0,,10.0,,,,,,,,,,,,
Q8IVL0,,,,,,,,,,,,2.0,,,,,,,,,
Q8IW45,,,,,,,,,4.0,,,,,,,,,,,,
Q8IW52,,,,,,,2.0,,,,,,,,,,,,,,
Q8IWJ2,,,,,,,,,3.0,,,,,,,,,,,,
Q8IWV8,,,,,,,2.0,,,,,,,,,,,,,,
Q8IX12,,,,,,,2.0,,,,,,,,,,,,,,
Q8IX18,,,,,,,3.0,,,,,,,,,,,,,,
Q8IXM6,,,,,,,,,,3.0,,,,,,,,,,,
Q8IXT5,,,,,,,,,6.0,,,,,,,,,,,,
Q8IY17,,,,,,,,,4.0,,,,,,,,,,,,
Q8IY18,,,,,,,2.0,,,,,,,,,,,,,,
Q8IY37,,,,,,,,,,,,2.0,,,,,,,,,
Q8IY67,,,,,,,3.0,,,,,,,,,,,,,,
Q8IY81,,,,,,,5.0,,,,2.0,,,,,,,,,,
Q8IYD1,,,,,,,11.0,,9.0,3.0,3.0,6.0,,,,,,,,,
Q8IYS1,,,,,,,8.0,2.0,8.0,,3.0,,,,,,,,,,
Q8IYS2,,,,,,,2.0,,3.0,,2.0,,,,,,,,,,
Q8IZ83,,,,,,,,,2.0,,,,,,,,,,,,
Q8IZP2,,,,,,,11.0,,4.0,,,,,,,,,,,,
Q8N0Y7,,,,,,,25.0,4.0,24.0,8.0,17.0,11.0,,,,,,,,,
Q8N163,,,,,,,9.0,,7.0,2.0,5.0,4.0,,,,,,,,,
Q8N1G4,,,,,,,7.0,,15.0,2.0,10.0,5.0,,,,,,,,,
Q8N1K5,,,,,,,,,4.0,,,,,,,,,,,,
Q8N201,,,,,,,3.0,,2.0,,,,,,,,,,,,
Q8N257,,,,,,,34.0,14.0,182.0,,,43.0,,,,,,,,,
Q8N2K0,,,,,,,,2.0,5.0,,,,,,,,,,,,
Q8N3C0,,,,,,,4.0,,,,,,,,,,,,,,
Q8N3K9,,,,,,,,,,,3.0,,,,,,,,,,
Q8N3U4,,,,,,,4.0,,,,,2.0,,,,,,,,,
Q8N543,,,,,,,5.0,,,,,,,,,,,,,,
Q8N5N7,,,,,,,2.0,3.0,2.0,,,,,,,,,,,,
Q8N5Y8,,,,,,,3.0,,2.0,,,,,,,,,,,,
Q8N684,,,,,,,,3.0,,,,,,,,,,,,,
Q8N6S5,,,,,,,3.0,,,,,,,,,,,,,,
Q8N766,,,,,,,6.0,7.0,4.0,2.0,,,,,,,,,,,
Q8N806,,,,,,,5.0,,,,,,,,,,,,,,
Q8N983,,,,,,,,,2.0,,,,,,,,,,,,
Q8NAV1,,,,,,,,5.0,3.0,,,,,,,,,,,,
Q8NBF2,,,,,,,2.0,,,,,,,,,,,,,,
Q8NBF6,,,,,,,,,2.0,,,,,,,,,,,,
Q8NBT0,,,,,,,4.0,,,,,,,,,,,,,,
Q8NBT2,,,,,,,,,4.0,,,,,,,,,,,,
Q8NBX0,,,,,,,30.0,3.0,14.0,,5.0,,,,,,,,,,
Q8NC51,,,,,,,58.0,2.0,21.0,10.0,7.0,9.0,,,,,,,,,
Q8NCA5,,,,,,,13.0,,,4.0,,,,,,,,,,,
Q8NCL4,,,,,,,,,2.0,,,,,,,,,,,,
Q8NCN5,,,,,,,8.0,,4.0,,,,,,,,,,,,
Q8NCW5,,,,,,,,,4.0,,,,,,,,,,,,
Q8ND56,,,,,,,,,,,,2.0,,,,,,,,,
Q8NDX1,,,,,,,,4.0,10.0,,,,,,,,,,,,
Q8NDX2,,,,,,,,,,,2.0,,,,,,,,,,
Q8NE86,,,,,,,,,2.0,,,2.0,,,,,,,,,
Q8NEB9,,,,,,,,2.0,,,,,,,,,,,,,
Q8NEV1,,,,,,,11.0,,,9.0,,,,,,,,,,,
Q8NF37,,,,,,,,,,,,2.0,,,,,,,,,
Q8NFH3,,,,,,,4.0,,,,3.0,,,,,,,,,,
Q8NFH5,,,,,,,,,4.0,,,,,,,,,,,,
Q8NFI4,,,,,,,,,2.0,,,,,,,,,,,,
Q8NFW8,,,,,,,,,6.0,,,,,,,,,,,,
Q8NHH9,,,,,,,2.0,,,,,,,,,,,,,,
Q8NHV4,,,,,,,2.0,,,,,,,,,,,,,,
Q8NHW5,,,,,,,,,,3.0,,4.0,,,,,,,,,
Q8NI27,,,,,,,9.0,5.0,5.0,,,,,,,,,,,,
Q8NI36,,,,,,,7.0,,,4.0,3.0,4.0,,,,,,,,,
Q8TAA3,,,,,,,,3.0,,,,,,,,,,,,,
Q8TAD8,,,,,,,2.0,,,,,,,,,,,,,,
Q8TAT6,,,,,,,4.0,,,3.0,3.0,,,,,,,,,,
Q8TB72,,,,,,,,,,3.0,,,,,,,,,,,
Q8TBC3,,,,,,,,2.0,,,,,,,,,,,,,
Q8TBC4,,,,,,,2.0,,,,,,,,,,,,,,
Q8TC12,,,,,,,,,3.0,,,,,,,,,,,,
Q8TCD5,,,,,,,,,2.0,5.0,,,,,,,,,,,
Q8TCJ2,,,,,,,3.0,2.0,3.0,,,,,,,,,,,,
Q8TD19,,,,,,,4.0,,,,,3.0,,,,,,,,,
Q8TD47,,,,,,,17.0,,15.0,,8.0,12.0,,,,,,,,,
Q8TD84,,,,,,,,5.0,,,,,,,,,,,,,
Q8TDD1,,,,,,,2.0,,,,,,,,,,,,,,
Q8TDI0,,,,,,,3.0,,,,,,,,,,,,,,
Q8TDN6,,,,,,,14.0,,3.0,9.0,2.0,14.0,,,,,,,,,
Q8TDQ7,,,,,,,2.0,,,,,,,,,,,,,,
Q8TDX7,,,,,,,,,2.0,,,,,,,,,,,,
Q8TDZ2,,,,,,,2.0,,,,,,,,,,,,,,
Q8TE85,,,,,,,,3.0,,,,,,,,,,,,,
Q8TEM1,,,,,,,6.0,,3.0,4.0,7.0,14.0,,,,,,,,,
Q8TEX9,,,,,,,4.0,5.0,,2.0,,7.0,,,,,,,,,
Q8WTT2,,,,,,,4.0,,,,3.0,2.0,,,,,,,,,
Q8WU39,,,,,,,9.0,15.0,6.0,13.0,7.0,5.0,,,,,,,,,
Q8WUA4,,,,,,,,,7.0,,,,,,,,,,,,
Q8WUM0,,,,,,,,4.0,8.0,,,,,,,,,,,,
Q8WUM4,,,,,,,2.0,2.0,2.0,2.0,,,,,,,,,,,
Q8WUX9,,,,,,,,,,,2.0,,,,,,,,,,
Q8WUY1,,,,,,,5.0,4.0,2.0,,,,,,,,,,,,
Q8WV99,,,,,,,,,3.0,,,,,,,,,,,,
Q8WVC0,,,,,,,3.0,,,,,,,,,,,,,,
Q8WWM7,,,,,,,13.0,2.0,11.0,2.0,2.0,8.0,,,,,,,,,
Q8WWQ0,,,,,,,,,3.0,,,,,,,,,,,,
Q8WWY3,,,,,,,2.0,2.0,,3.0,,,,,,,,,,,
Q8WXF1,,,,,,,3.0,,,2.0,2.0,,,,,,,,,,
Q8WXH0,,,,,,,,4.0,,,,,,,,,,,,,
Q8WY36,,,,,,,,,2.0,,,,,,,,,,,,
Q8WZ82,,,,,,,3.0,,2.0,,,,,,,,,,,,
Q8WZA9,,,,,,,6.0,,2.0,,,,,,,,,,,,
Q92499,,,,,,,10.0,6.0,9.0,13.0,8.0,11.0,,,,,,,,,
Q92506,,,,,,,,,5.0,,,,,,,,,,,,
Q92522,,,,,,,13.0,,7.0,5.0,2.0,,,,,,,,,,
Q92526,,,,,,,,,7.0,,3.0,,,,,,,,,,
Q92530,,,,,,,,,2.0,,,2.0,,,,,,,,,
Q92538,,,,,,,4.0,5.0,7.0,,,,,,,,,,,,
Q92552,,,,,,,,2.0,3.0,,,,,,,,,,,,
Q92556,,,,,,,10.0,,3.0,2.0,4.0,,,,,,,,,,
Q92598,,,,,,,11.0,2.0,,,2.0,,,,,,,,,,
Q92608,,,,,,,4.0,6.0,9.0,3.0,,,,,,,,,,,
Q92609,,,,,,,2.0,,,2.0,,,,,,,,,,,
Q92614,,,,,,,5.0,,,,3.0,,,,,,,,,,
Q92616,,,,,,,8.0,,3.0,,10.0,5.0,,,,,,,,,
Q92621,,,,,,,11.0,,,2.0,2.0,4.0,,,,,,,,,
Q92625,,,,,,,2.0,,,,,,,,,,,,,,
Q92643,,,,,,,2.0,,,,,,,,,,,,,,
Q92688,,,,,,,16.0,,26.0,11.0,15.0,8.0,,,,,,,,,
Q92696,,,,,,,,,4.0,,,,,,,,,,,,
Q92734,,,,,,,,,2.0,,,,,,,,,,,,
Q92769,,,,,,,5.0,,,7.0,4.0,,,,,,,,,,
Q92783,,,,,,,,,3.0,,,,,,,,,,,,
Q92797,,,,,,,16.0,4.0,13.0,,5.0,4.0,,,,,,,,,
Q92820,,,,,,,6.0,,2.0,,6.0,,,,,,,,,,
Q92896,,,,,,,7.0,,,,,,,,,,,,,,
Q92900,,,,,,,14.0,,2.0,7.0,5.0,2.0,,,,,,,,,
Q92901,,,,,,,,,5.0,,,6.0,,,,,,,,,
Q92917,,,,,,,5.0,7.0,5.0,,,2.0,,,,,,,,,
Q92918,,,,,,,,2.0,,,,,,,,,,,,,
Q92922,,,,,,,24.0,4.0,12.0,7.0,6.0,8.0,,,,,,,,,
Q92925,,,,,,,3.0,,2.0,,,,,,,,,,,,
Q92928,,,,,,,14.0,,,8.0,2.0,2.0,,,,,,,,,
Q92945,,,,,,,16.0,12.0,37.0,4.0,9.0,15.0,,,,,,,,,
Q92973,,,,,,,8.0,2.0,2.0,,,,,,,,,,,,
Q92979,,,,,,,4.0,,,2.0,,,,,,,,,,,
Q92995,,,,,,,7.0,,3.0,,,,,,,,,,,,
Q93008,,,,,,,2.0,,,,,,,,,,,,,,
Q93009,,,,,,,,,,4.0,4.0,3.0,,,,,,,,,
Q93077,,,,,,,,,266.0,,65.0,,,,,,,,,,
Q969G3,,,,,,,,,2.0,,,,,,,,,,,,
Q969H8,,,,,,,4.0,,5.0,,,,,,,,,,,,
Q969M7,,,,,,,,,2.0,,,,,,,,,,,,
Q969N2,,,,,,,,12.0,5.0,,,,,,,,,,,,
Q969S3,,,,,,,2.0,,,,,,,,,,,,,,
Q969S9,,,,,,,,,,,,2.0,,,,,,,,,
Q969U7,,,,,,,9.0,,10.0,,,,,,,,,,,,
Q969V3,,,,,,,5.0,,4.0,,,,,,,,,,,,
Q969Y2,,,,,,,3.0,,,,,,,,,,,,,,
Q969Z0,,,,,,,8.0,,,3.0,2.0,,,,,,,,,,
Q96A08,,,,,,,2.0,11.0,125.0,10.0,87.0,3.0,,,,,,,,,
Q96A11,,,,,,,8.0,,,,,,,,,,,,,,
Q96A26,,,,,,,4.0,,4.0,,,,,,,,,,,,
Q96A65,,,,,,,,,,4.0,2.0,,,,,,,,,,
Q96A72,,,,,,,6.0,9.0,20.0,,,5.0,,,,,,,,,
Q96AB3,,,,,,,4.0,,,,,,,,,,,,,,
Q96AG4,,,,,,,,,,4.0,,3.0,,,,,,,,,
Q96AJ9,,,,,,,,3.0,,,,,,,,,,,,,
Q96AP0,,,,,,,,,,,,2.0,,,,,,,,,
Q96AX1,,,,,,,,,,,,2.0,,,,,,,,,
Q96B26,,,,,,,2.0,,,,,,,,,,,,,,
Q96B97,,,,,,,5.0,,8.0,,,,,,,,,,,,
Q96BH1,,,,,,,,2.0,,,,,,,,,,,,,
Q96BM9,,,,,,,6.0,8.0,5.0,4.0,3.0,9.0,,,,,,,,,
Q96BX8,,,,,,,3.0,,,2.0,,,,,,,,,,,
Q96C19,,,,,,,,,,,2.0,2.0,,,,,,,,,
Q96C90,,,,,,,11.0,7.0,,3.0,3.0,,,,,,,,,,
Q96CS3,,,,,,,,,,2.0,,,,,,,,,,,
Q96DH6,,,,,,,4.0,,,,,,,,,,,,,,
Q96DI7,,,,,,,3.0,9.0,17.0,2.0,2.0,4.0,,,,,,,,,
Q96EB6,,,,,,,,,2.0,,,,,,,,,,,,
Q96EE3,,,,,,,,,,2.0,,2.0,,,,,,,,,
Q96EK6,,,,,,,2.0,,,,,,,,,,,,,,
Q96EL2,,,,,,,2.0,,,,,,,,,,,,,,
Q96EP5,,,,,,,4.0,4.0,9.0,,3.0,,,,,,,,,,
Q96EX3,,,,,,,2.0,,,,,,,,,,,,,,
Q96F07,,,,,,,,,,4.0,,6.0,,,,,,,,,
Q96F63,,,,,,,,2.0,,,,,,,,,,,,,
Q96F86,,,,,,,2.0,,3.0,,3.0,,,,,,,,,,
Q96FV9,,,,,,,,,3.0,,,,,,,,,,,,
Q96FX7,,,,,,,2.0,,,2.0,,,,,,,,,,,
Q96G21,,,,,,,,5.0,2.0,,,,,,,,,,,,
Q96G23,,,,,,,,,4.0,,,,,,,,,,,,
Q96G46,,,,,,,3.0,,,,,3.0,,,,,,,,,
Q96GD0,,,,,,,,,3.0,,,,,,,,,,,,
Q96GD4,,,,,,,2.0,,,,2.0,2.0,,,,,,,,,
Q96GE9,,,,,,,,3.0,10.0,,,,,,,,,,,,
Q96GM5,,,,,,,,2.0,3.0,,,,,,,,,,,,
Q96GW1,,,,,,,,3.0,2.0,,2.0,,,,,,,,,,
Q96GX9,,,,,,,2.0,,,3.0,,,,,,,,,,,
Q96H20,,,,,,,,,2.0,,,,,,,,,,,,
Q96HA7,,,,,,,2.0,,,,,,,,,,,,,,
Q96HE7,,,,,,,4.0,5.0,20.0,2.0,,6.0,,,,,,,,,
Q96HS1,,,,,,,5.0,,,3.0,4.0,,,,,,,,,,
